0.19522095,1952209500,0.19522095,1900,,0,
0.20167444,2016744400,0.20167444,1901,,0,
0.20676838,2067683800,0.20676838,1902,,0,
0.22541002,2254100200,0.22541002,1903,,0,
0.22797473,2279747300,0.22797473,1904,,0,
0.24273183,2427318300,0.24273183,1905,,0,
0.2534733,2534733000,0.2534733,1906,,0,
0.2888318,2888318000,0.2888318,1907,,0,
0.27764408,2776440800,0.27764408,1908,,0,
0.2890495,2890495000,0.2890495,1909,,0,
0.30340897,3034089700,0.30340897,1910,,0,
0.3079502,3079502000,0.3079502,1911,,0,
0.32359636,3235963600,0.32359636,1912,,0,
0.35062758,3506275800,0.35062758,1913,,0,
0.31803556,3180355600,0.31803556,1914,,0,
0.3134854,3134854000,0.3134854,1915,,0,
0.33858583,3385858300,0.33858583,1916,,0,
0.35404268,3540426800,0.35404268,1917,,0,
0.34932641,3493264100,0.34932641,1918,,0,
0.30290066,3029006600,0.30290066,1919,,0,
0.35214275,3521427500,0.35214275,1920,,0,
0.30900966,3090096600,0.30900966,1921,,0,
0.32403139,3240313900,0.32403139,1922,,0,
0.36762332,3676233200,0.36762332,1923,,0,
0.36872202,3687220200,0.36872202,1924,,0,
0.37270336,3727033600,0.37270336,1925,,0,
0.36610304,3661030400,0.36610304,1926,,0,
0.39961288,3996128800,0.39961288,1927,,0,
0.39787633,3978763300,0.39787633,1928,,0,
0.42709076,4270907600,0.42709076,1929,,0,
0.39385984,3938598400,0.39385984,1930,,0,
0.35199032,3519903200,0.35199032,1931,,0,
0.31734764,3173476400,0.31734764,1932,,0,
0.33415183,3341518300,0.33415183,1933,,0,
0.36342418,3634241800,0.36342418,1934,,0,
0.38147983,3814798300,0.38147983,1935,,0,
0.41855137,4185513700,0.41855137,1936,,0,
0.4474233,4474233000,0.4474233,1937,,0,
0.4206901,4206901000,0.4206901,1938,,0,
0.4451247,4451247000,0.4451247,1939,,0,
0.4861346,4861346000,0.4861346,1940,,0,
0.49708145,4970814500,0.49708145,1941,,0,
0.4959586,4959586000,0.4959586,1942,,0,
0.5041694,5041694000,0.5041694,1943,,0,
0.51179085,5117908500,0.51179085,1944,,0,
0.4257136,4257136000,0.4257136,1945,,0,
0.46461235,4646123500,0.46461235,1946,,0,
0.5145782,5145782000,0.5145782,1947,,0,
0.5424953,5424953000,0.5424953,1948,,0,
0.5181006,5181006000,0.5181006,1949,,0,
0.5929342,5929342000,0.5929342,1950,,0,
0.63814057,6381405700,0.63814057,1951,,0,
0.6467437,6467437000,0.6467437,1952,,0,
0.66508616,6650861600,0.66508616,1953,,0,
0.67894973,6789497300,0.67894973,1954,,0,
0.7443861,7443861000,0.7443861,1955,,0,
0.79259807,7925980700,0.79259807,1956,,0,
0.8185614,8185614000,0.8185614,1957,,0,
0.841716,8417160000,0.841716,1958,,0,
0.8854662,8854662000,0.8854662,1959,,0,
0.9386421,9386421000,0.9386421,1960,,0,
0.9414383,9414383000,0.9414383,1961,,0,
0.9746556,9746556000,0.9746556,1962,,0,
1.0266046,10266046000,1.0266046,1963,,0,
1.0823619,10823619000,1.0823619,1964,,0,
1.130969,11309690000,1.130969,1965,,0,
1.1861708,11861708000,1.1861708,1966,,0,
1.2236328,12236328000,1.2236328,1967,,0,
1.2904336,12904336000,1.2904336,1968,,0,
1.376084,13760840000,1.376084,1969,,0,
1.4898157,14898157000,1.4898157,1970,,0,
1.5502787,15502787000,1.5502787,1971,,0,
1.622344,16223440000,1.622344,1972,,0,
1.70835,17083500000,1.70835,1973,,0,
1.7009382,17009382000,1.7009382,1974,,0,
1.7049979,17049979000,1.7049979,1975,,0,
1.7985243,17985243000,1.7985243,1976,,0,
1.8494652,18494652000,1.8494652,1977,,0,
1.9063955,19063955000,1.9063955,1978,,0,
1.9603001,19603001000,1.9603001,1979,,0,
1.9482442,19482442000,1.9482442,1980,,0,
1.901695,19016950000,1.901695,1981,,0,
1.8865373,18865373000,1.8865373,1982,,0,
1.89859,18985900000,1.89859,1983,,0,
1.964173,19641730000,1.964173,1984,,0,
2.0305132,20305132000,2.0305132,1985,,0,
2.0607515,20607515000,2.0607515,1986,,0,
2.1245784,21245784000,2.1245784,1987,,0,
2.2077385,22077385000,2.2077385,1988,,0,
2.237897,22378970000,2.237897,1989,,0,
2.27527,22752700000,2.27527,1990,,0,
2.3229475,23229475000,2.3229475,1991,,0,
2.2567199,22567199000,2.2567199,1992,,0,
2.279835,22798350000,2.279835,1993,,0,
2.3034776,23034776000,2.3034776,1994,,0,
2.3524491,23524491000,2.3524491,1995,,0,
2.4250161,24250161000,2.4250161,1996,,0,
2.4395952,24395952000,2.4395952,1997,,0,
2.4330945,24330945000,2.4330945,1998,,0,
2.4833495,24833495000,2.4833495,1999,,0,
2.5501286,25501286000,2.5501286,2000,,0,
2.567493,25674930000,2.567493,2001,,0,
2.6248288,26248288000,2.6248288,2002,,0,
2.764865,27648650000,2.764865,2003,,0,
2.8620194,28620194000,2.8620194,2004,,0,
2.9592103,29592103000,2.9592103,2005,,0,
3.0605767,30605767000,3.0605767,2006,,0,
3.1499735,31499735000,3.1499735,2007,,0,
3.2041902,32041902000,3.2041902,2008,,0,
3.1493265,31493265000,3.1493265,2009,,0,
3.330633,33306330000,3.330633,2010,,0,
3.443647,34436470000,3.443647,2011,,0,
3.493545,34935450000,3.493545,2012,,0,
3.523247,35232470000,3.523247,2013,,0,
3.5466195,35466195000,3.5466195,2014,,0,
3.5463213,35463213000,3.5463213,2015,,0,
3.5460026,35460026000,3.5460026,2016,,0,
3.6025455,36025455000,3.6025455,2017,,0,
3.6766945,36766945000,3.6766945,2018,,0,
3.7040103,37040103000,3.7040103,2019,,0,
3.5007738,35007738000,3.5007738,2020,,0,
3.6816544,36816544000,3.6816544,2021,,0,
3.7149786,37149786000,3.7149786,2022,,0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,